'bedside_DDS1','1','2005-08-11 01:04:38','DDS','DDS','12000','10791.158858','2'
'bedside_DDS10','10','2003-08-17 18:16:11','DDS','DDS','12000','10723.339945','2'
'bedside_DDS100','100','2002-07-06 02:18:04','DDS','DDS','12000','9011.726309','1'
